text,label,stars
 Loved it,pos,5
 nice one blibli,pos,5
Daftar Belanja terhapus Terhapus sebagian besar item2 pembelian nya padahal hanya melakukan penghapusan 1 item,neg,4
" mau
 beli earphone bluetooth i7s, malah harganya lebih mahal dari seller2 di
 tokped dan bukalapak, overall utk produk headset lainnya juga harganya 
lebih mahal. apalagi buat buat barang lain, pasti lebih mahal juga, 
mohon cari seller2 yg harganya kompetitif",neg,1
 😀😀😀😀😀😀😀,pos,5
" Pelayanan buruk, saya pesan barang sejak tgl 25 April 2018, sampai dengan 
saat ini tgl 5 mei 2018 barang belum sampai. Saya sudah mengadukan lewat 
live chat sejak tgl 2 mei 2018 katanya saya akan di hubungi, tetapi ttp 
tidak ada kabar. Blibli dan vendor penjual sangat mengecewakan.",neg,1
"I'm loving it Easy, many promotions, free delivery",pos,5
" Gimana ini, kok jadi gbs dibuka aplikasinya?  Please fix the problem immeadiately.",neg,1
" blibli
 saat ini sudah berhasil membuat aplikasi yang cukup stabil. system 
belanjanya juga sudah sangat baik. semua sudah berkembang pesat semakin 
hari. semoga semakin banyak lagi produk yang tersedia di blibli",pos,5
 I need a section to discuss about the product. Like in any other ecommerce,neg,4
Handphone Assessory,pos,5
 ok,pos,5
" Saya tidak bisa membuka aplikasi Blibli dari tgl 02/04/18 semenjak update terbaru, kepada Admin tolong segera diperbaiki.",neg,1
" Sangat puas, hanya kurang lengkap saja untuk sistem e-money yg terintegrasi 
(seperti di aplikasi transportasi online). Mohon segera diproses izinnya ke 
Bank Indonesia.",pos,5
 Amazing,pos,5
 Harus lebih Sering bayar pakai cicilan kartu tambah naikan harga,pos,5
 Pelayanannya bagus dan pemaketan dan pengirimannya cepat.,pos,5
 Quite good,pos,5
 good,neg,4
" Semua beli beli beli,  mau jual kek mana la?  Gak ada opsion ny, pusing..",neg,2
 Good,pos,5
" Saya isi paket data sampai 2 hari tidak masuk tapi pesanan saya dibuat 
sudah selesai. Saya hubungi pihak bli bli cuma buang-buang pulsa, seperti 
lepas tanggung jawab. Memanf hanya 100 ribu, tapi kan gak hanya saya yg 
ngalamin hal seperti ini. Jika ditotal berapa keuntungan blibli dari 
penipuan s...Full ReviewSaya isi paket data sampai 2 hari tidak masuk tapi pesanan saya dibuat 
sudah selesai. Saya hubungi pihak bli bli cuma buang-buang pulsa, seperti 
lepas tanggung jawab. Memanf hanya 100 ribu, tapi kan gak hanya saya yg 
ngalamin hal seperti ini. Jika ditotal berapa keuntungan blibli dari 
penipuan seperti ini!",neg,1
 Metode pembayarannya dan pelacakan resi gak mau muncul. Kenapa ya? Padahal baru update ni.,neg,3
 sangat membantu,pos,5
 Error.. gak bisa terbuka setelah update,neg,2
 Thank you,pos,5
 Great app!,pos,5
 good,pos,5
 Good,pos,5
 Good...easy to use,neg,4
 Good,pos,5
" Sebelumnya
 saya pernah menyarankan fitur tanya jawab dan luar biasa blibli 
menyediakannya. Saat ini menurut saya ada satu hal lagi yg perlu 
ditingkatkan. Ketika berbelanja lebih dari satu produk pada merchant 
yang sama ongkir selalu dipisah. Pada saat pengiriman juga terpisah. 
Alangkah baiknya jika ...Full ReviewSebelumnya
 saya pernah menyarankan fitur tanya jawab dan luar biasa blibli 
menyediakannya. Saat ini menurut saya ada satu hal lagi yg perlu 
ditingkatkan. Ketika berbelanja lebih dari satu produk pada merchant 
yang sama ongkir selalu dipisah. Pada saat pengiriman juga terpisah. 
Alangkah baiknya jika blibli bisa meningkatkan sistem ketika buyer 
membeli beberapa produk dari merchant sama pengiriman produk dijadikan 
satu dan ongkir disesuaikan. Terimakasih :)",neg,4
 bagus,pos,5
 Saya Harap Bisa membantu proses belanja cicilan Non DP.,pos,5
 awesome,pos,5
 best online shop ever. free delivery rocks!,pos,5
 modern onlineshop,pos,5
 puassss,pos,5
 Good,pos,5
 harga murah pemgiriman cepet,pos,5
" Proses
 pembelian dan transaksi berjalan dengan sangat mudah. Hanya saja saat 
ini saya masih menunggu proses pengiriman dan kualitas dari produk yang 
saya beli. Saya berharap akan mendapatkan barang yang saya beli dalam 
keadaan sangat baik sesuai yang dipromosikan",pos,5
 Blibli mengecewakan pelanggan.,neg,1
 gooodddd,pos,5
 Aplikasinya kurang keren... Ngga bisa pakai Muamalat mobile banking... Harus ke ATM...,neg,3
 Ntap,pos,5
 cashback PLN kalah dgn Bukalapak,neg,4
 aplikasi mudah dan nyaman,pos,5
 pilihan pembayaran yg banyak dan banyak promo menarik,pos,5
" ongkirnya
 gak masuk akal, masa pesan baju jkt ke sby itungnya per item. pesan 16 
pc malah 300an rb. beli sepatu jg mintsla tukar size, produknya nya 
habis beli malah gak bs dilihat lg. jd produk unicorn. biasanya klo stok
 habis malah masih.muncul, ini benar2 gak ada. uang jdnya di retur lwat 
voucher...Full Reviewongkirnya
 gak masuk akal, masa pesan baju jkt ke sby itungnya per item. pesan 16 
pc malah 300an rb. beli sepatu jg mintsla tukar size, produknya nya 
habis beli malah gak bs dilihat lg. jd produk unicorn. biasanya klo stok
 habis malah masih.muncul, ini benar2 gak ada. uang jdnya di retur lwat 
voucher. emang ttap.lazada dan zalora.paling T.O.P. bayar transfer, 
returnya jg transfer.",neg,1
 ntap,pos,5
 Keep up the good work,pos,5
" Easy to use, really helpfull",pos,5
 mantul,pos,5
 goooddss,pos,5
 Membantu sekali blibli..thanks,pos,5
 Bebas ongkir? Wkwkwkwkwk,neg,1
 ok,pos,5
 Easy to use,pos,5
 Great for online shopping,pos,5
" sangat kurang memuaskan buat beljan di blibli karna banyak kekurangan dan 
penangan sangat lamat ngak rekomendasi",neg,1
 Yg pasti ongkir GRATIS,pos,5
 I could not say much because there is nothing special about this app.,pos,5
 Easy to use,pos,5
 Good Apps,pos,5
 Kalau bisa adakan kerjasama ke pihak ekspedisi agar free ongkir ke Selindo tanpa batasan. Overall muantap..,neg,4
Good merchant Love it,pos,5
" Bagus, tampilan kekinian dan mudah akses, barang banyak pilihan. Saran : produk vapor diadain donk 😁😁😁",pos,5
 Great shopping experiences,pos,5
 Tks,neg,4
" friendly use, banyak promo",pos,5
 Good order,pos,5
 Loved!,pos,5
 Best online shop..,pos,5
 Love it!😍,pos,5
 gilak gratis ongkir nya mantap CS nya ramah bgt:))),pos,5
Loved it Very easy n simple. Anywhere and anytime shoping,pos,5
 Promo menarik,pos,5
" easy for use, helpful..",pos,5
" Pesanan
 di batalkan karena produk tidak tersedia kalo gitu buat apa produk di 
pajang atau dijual kalau barang tidak ada udah gitu pemberitahuan baru 
di info hari terakhir estimasi pengantaran itu juga kalo tanya cs udah 
gitu app sering down Padahal udah belanja berapa kali masih aja kena 
sial.",neg,1
 Habis di update jadi lemot,neg,2
" aplikasi
 belanja tapi di home atau halaman awal tidak menampilkan barang yang di
 jual.. bahkan flash sale tidak terlihat tapi di web blibli terlihat",neg,2
 All Service #1.,pos,5
 Loved It...,pos,5
" Sudah
 berkali-kali belanja, bahkan sampai puluhan juta total belanja melalui 
Blibli, bebas Ongkir dan quality control menjadi andalan utama Blibli 
yang membuat saya jadi pelanggan utama.",pos,5
 Good services,pos,5
 Simple and good quality,pos,5
 good marketplace but always crash!!,neg,3
 good..app,pos,5
 good app,pos,5
 Good,pos,5
 Great,pos,5
Estimasi waktu cukup baik Barang sampai tepat waktu,pos,5
 Good lah..,pos,5
 Top sekali,pos,5
 good marketplace..,pos,5
 nice app,pos,5
 antaran cpt mutu tjamin,pos,5
 More variations products,pos,5
" kurang bagus, barang yg di beli dari tgl 18des smpe skrng ud 30des blm nyampe",neg,1
" Semua memuaskan mulai dari barang, pembayaran, pengemasan, pengiriman, goodjob",pos,5
 Great app,pos,5
 Great,pos,5
 Not bad... Reliable app!,pos,5
 Good all about you,pos,5
 good app,pos,5
" Aplikasi e-commerce yang terpercaya, mudah digunakan, berjalan dengan lancar dan banyak promo menarik.",pos,5
 xxx,neg,3
 Tarif Ongkirnya sekarang ngawurrrrr. Disaat ecom lain menawarkan free ongkir blibli malah membatasi ongkir.,neg,2
 Gooddd,pos,5
 ada notifikasi alert kalau ada device login baru. poin penting untuk blibli agar bisa membuat lebih aman security platform nya,neg,4
 good,pos,5
 barang nya d jamin ori..dan pelanyanan cepat,pos,5
" Ga
 pernah ada problem belanja di Blibli. Gratis ongkirnya jadi nilai plus.
 Menghubungi CS juga mudah & cepat. Selama ini sih belum pernah 
ngalamin app yang lag atau error. Semoga ke depannya semakin baik.",pos,5
 Niceee..,pos,5
 Well,pos,5
 Aplikasinya bagus terpercaya,pos,5
 Better faster,pos,5
 Good application for buy anything.,pos,5
 Good app. Got cashback.,pos,5
 Jangan beli lewat bli bli. Barang gak ada bisa di jual. Harga juga mahal. Costumer care tidak care.,neg,1
 nice Apps,pos,5
 keren,pos,5
 All good,pos,5
" pengiriman
 pesanan dr Blibli sangat cepat, packing juga ok. untuk barang2 branded 
spt Smart Phone, Komputer, Printer, audio system dan sejenisnya plg aman
 dan nyaman via Blibli. untuk barang2 yg kubikasi/ukuran kardusnya besar
 plg murah belanja di Blibli krn free ongkir. tolong ditambahkan tombol 
un...Full Reviewpengiriman
 pesanan dr Blibli sangat cepat, packing juga ok. untuk barang2 branded 
spt Smart Phone, Komputer, Printer, audio system dan sejenisnya plg aman
 dan nyaman via Blibli. untuk barang2 yg kubikasi/ukuran kardusnya besar
 plg murah belanja di Blibli krn free ongkir. tolong ditambahkan tombol 
untuk berlangganan pada toko, kemudian search nama barang dlm 1 toko. 
maju terus Blibli.. tingkatkan terus pelayanannya 👍",pos,5
" Gratis ongkir 👍, alur nya gampang ga ribet 👍",pos,5
" Pemakaian simple, harga sering promo. Hanya saja untuk aplikasi ini blm terhubung dengan shopback ya?",pos,5
 Best e comm!,pos,5
 Good promotion,pos,5
 Mudah banget,pos,5
 Tolong jangan muncul iklan di applikasi Al'quran Sangat mengganggu ketika lagi baca,neg,1
 Pengiriman cepat dan barang berkualitas..,pos,5
 This app have some dirst sale,pos,5
 Lumayan,pos,5
" Tidak ada fasilitas pesan atau chat ke penjual mengenai barang Mau komplain 
langsung susah Kita tulis di ulasan barang pun berkali.kali tidak 
ditanggapi. Trus bagaimana ini Saya kecewa dengan penjual Saya kecewa 
dengan applikasi Saya kecewa dengan moderationnya",neg,1
 Blibli app terbaik,pos,5
 Interested,pos,5
 Cukup puas,neg,4
 Mulai beralih dari e-commerce sebelah...,pos,5
 Free shipping,pos,5
" Blibli
 bagus, pilihan transaksi yang lengkap dengan cicilan nya dan tanpa 
biaya lainnya. Kekurangannya chat yang agak susah terutama dengan 
merchant",neg,4
" Cukup
 ribet prosesnya jika tuker unit,harus hubungi cs dan ga bisa order 
ulang,padahal otomatis batal dari merchant. prosesnya lama,kaya toko 
sebelah dong kalo batal,dana masuk ke saldo kita,jd tinggal order ulang.",neg,1
 Good,neg,4
 Lot of fun for shopping,neg,4
" Klik
 lanjut pembayaran selalu ga bisa ada tulisan nama harus alphabet, 
padahal udh alphabet smw, mw ubah profile juga udah di edit pas mw save 
muncul lagi nama harus alphabet, mksudnya apaan ya",neg,2
 Sejauh ini memuaskan,pos,5
 Gk ada pembayaran metode transfer bank BRI :(,neg,3
 banyak promo dan diskon,pos,5
 Aplikasi mantap useful. Cuma kadang masih sering appclose. Ngga tau dr device sy atau dr appnya. Tks,pos,5
 top begete,pos,5
 quick n easy,pos,5
 usefull app... thanks,neg,4
 Good,pos,5
 mantap... free ongkir,pos,5
 kasih 1 duluuuu,neg,1
" The apps has complete menu but a bit not user friendly, specially when dealt with payment confirmation and returning",neg,4
 mau ganti no HP di blibli repot banget. mau beli barang tertunda 10 hari.,neg,2
 lelang idiot harus teriak2.. ga guna...,neg,3
 Simple and cheap,pos,5
" ada
 bug di aplikasi, pilih kategori televisi ukuran 55 in langsung kembali k
 home tampilan refresh terus #sudah di fixing di versi baru, kalo ada lg
 nnti sya email cara reproduce.a tq blibli",neg,4
 Trusted. 👌,pos,5
 👍👍👍👍👍,pos,5
 Good,pos,5
" Tolong bagian pembelian token pln dan tagihan pln diperbaiki. Masih sangat 
sering error.",neg,3
 So far so good,neg,4
 Great app!,pos,5
" Trusted, reliable online shopping",pos,5
 Sangat layak untuk dipilih sebagai Online Shop terbaik di Indonesia,pos,5
" Layanan
 customer servicenya sangat buruk ! Tidak memberikan solusi yang jelas 
serta merugikan pembeli dengan S&K refund menjadi voucher yg 
memiliki kadaluasa dan malah di disconect secara sepihak !!",neg,1
 Layanan di blibli thdp customernya sgt baik,neg,4
 Nice,pos,5
 Nice app.. easy to use and free shipping.,pos,5
" gratis ongkirnya benar benar gratis, gk kya yg lain sukses terus buat blibli",pos,5
 Easy..,neg,4
 ok,pos,5
" Bad price bad shilling cost and many more badness , i hate this",neg,1
 Okey,pos,5
" Pertahankan produk produk unilever untuk gratis ongkir ke bali ya .. thankz 
blibli",pos,5
 Lebih mudah jika pembayaran dapat menggunakan saldo blibli yg di topup mudah dan gratis admin sperti tcash dan gopay,neg,4
 okeeeeeeee...,pos,5
" Makin
 ke sini makin ga jelas Free Ongkir nya sudah melewati batas belanja utk
 dapat Free Ongkir tapi saat pembayaran malah di kenakan ongkir Jadi 
bingung, masih lebih baik lapak sebelah utk Free Ongkirnya",neg,3
" Beli barang pengirimanya lambat tak bisa pakai jasa kurir express , 
estimasi datang tgl 27 juli 18 sampai skrng blm sampai. Payah",neg,2
 Good app,pos,5
 force closed. please fix it.,neg,1
Good Great,pos,5
 Love it,pos,5
 ok simple and easy,pos,5
" Nice one, accuracy",pos,5
 free ongkir dan banyak promo,pos,5
 Mudah digunakan dan diharapkan ada bonus shopback sperti diweb,pos,5
 Bagus layanan nya,pos,5
" Good customer service, very easy to use apps.",pos,5
 Very good,pos,5
" Free fast shipping and good packaging are always best features of this 
ecommerce",pos,5
 gud,pos,5
 Great,pos,5
" Aplikasinya
 bagus, bisa bayar di tempat juga. Tapi sayang, belum bisa di seluruh 
Indonesia. Contohnya di daerah saya, bahkan di provinsi saya tidak ada 
satu kota pun yang bisa menggunakan cara pembayaran ini. Tolong 
diupgrade terus ya, supaya seluruh Indonesia bisa melakukan pembelian 
online dengan ...Full ReviewAplikasinya
 bagus, bisa bayar di tempat juga. Tapi sayang, belum bisa di seluruh 
Indonesia. Contohnya di daerah saya, bahkan di provinsi saya tidak ada 
satu kota pun yang bisa menggunakan cara pembayaran ini. Tolong 
diupgrade terus ya, supaya seluruh Indonesia bisa melakukan pembelian 
online dengan nyaman dan tanpa rasa takut.",neg,4
 Awesome,pos,5
 Better than *****,pos,5
 Pelayanan ny itu kerwn banget. Cuma sayang banget kalo misal ada pihak penjual yang bikin masalah.,pos,5
 Banyak Promonya.. Sangat Suka !!!,pos,5
" VERY good apps....👍tambah SEMANGAT berbelanja dengan ongkir 
gratisnya...trmksh blibi.",pos,5
 good deal,pos,5
 The only missing feature is the ability to communicate with the seller. I would give 5 stars if this feature is available.,neg,4
 Kenapa harus kena ongkir kalo kita pakai kode Vocer?????????,neg,1
 ok banget,pos,5
 This app easy to use. Like the promo app,pos,5
 ok,neg,4
Easy to use Easy to use apps,pos,5
" Lebih bnyk produknya lagi, diskon, promo, kata kunci pencarian lebih relevan lagi",pos,5
 Prosesnya lama.. mau cek kiriman susah... ga ada menu chat nya...,neg,2
 Harganya aja kurang bersaing,neg,4
 Hahai a lot of promo.. Thanks,pos,5
" Saya
 sangat kecewa dengan service nya khususnya dalam service pembelian 
tiket pesawat. Awalnya harganya 600rb an pas payment jd 800rb. Trus pas d
 cek k maskapainya harga nya ga 800rb an juga. Lalu saat saya minta ubah
 schedule via maskapai, dikirimkan ke beli"". Eh beli"" ga konfirmasi ke 
saya sebagai...Full ReviewSaya
 sangat kecewa dengan service nya khususnya dalam service pembelian 
tiket pesawat. Awalnya harganya 600rb an pas payment jd 800rb. Trus pas d
 cek k maskapainya harga nya ga 800rb an juga. Lalu saat saya minta ubah
 schedule via maskapai, dikirimkan ke beli"". Eh beli"" ga konfirmasi ke 
saya sebagai pembeli. Gilak tekor banyak karena kesalahan dari pihak 
online shop.",neg,1
 well,pos,5
 The best promo,pos,5
 Easy app and easy to use,neg,4
 freeee ongkir nya mantapppppp,pos,5
 good apss,pos,5
 MANTAPPP selama freong.. best price,pos,5
 Best aplication,pos,5
 Comfortable and secure,pos,5
" Barang dijamin ori, pengirimannya pun cepat..",pos,5
 i love blibli mart!,pos,5
 Ok punya,pos,5
 good apps,neg,4
" Masih kurang chat dengan toko penyedia barang. Kita tidak tau toko buka 
atau tutup.",neg,3
 Easy! Nice!,pos,5
 Good,neg,4
 Really delivery on same day,neg,4
 original product and very fast delivery,pos,5
 Always update,pos,5
 good price but no more point,pos,5
 Good job,pos,5
" Belanjanya
 sih gampang, cuma si internal kurirnya ga jelas. Lama banget. Mending 
bayar dah pake JNE atau TIKI drpd nungguin barang ga dikirim2 
berhari-hari gini. Ga jelas pula kapan nyampenya. Estimasinya lama 
banget. Dr 2 feb sampai 8 feb.",neg,2
 Good apps.. simple to operate and good user experience,pos,5
 Saya sering membeli barang dan saya malah mendapatkan barang palsu tolong bantu saya,neg,1
 free delivery,neg,4
Asik Asik,pos,5
" apps
 nya bagus ya. respond customer servicenya juga fast respond banget. utk
 merchantnya lebih di perhatikan lagi dari segi pemilihan merchant. jika
 stock barang kosong ada baiknya di update langsung. jadi pada saat 
pengiriman tidak salah kirim supaya menjaga segel juga kan supaya tdk 
rusak. dan kit...Full Reviewapps
 nya bagus ya. respond customer servicenya juga fast respond banget. utk
 merchantnya lebih di perhatikan lagi dari segi pemilihan merchant. jika
 stock barang kosong ada baiknya di update langsung. jadi pada saat 
pengiriman tidak salah kirim supaya menjaga segel juga kan supaya tdk 
rusak. dan kita sebagai pembeli pun tidak ribet harus mulang2in barang 
yg tidak sesuai orderan. dan kalau bisa cantumkan contact dari merchant 
supaya gampang juga berkomunikasinya utk tanya stock.",pos,5
 good,pos,5
 Easy to use,pos,5
" saya
 p txrfzxe a e Di aa e העאככ אריין רב סדר סברה ד גדול איז ג ט קצ ק ב כ ל
 כדי די ווו בילד ר'גד ר'אהרן איז שבסההקג. ד ה רב קראָם---כנ כנען ער 
יסקטארק פאפולער ה קבגההב zr rש אס רב געווען בק אוו ס",neg,4
" Belanja di Blibli sangat mudah dan menyenangkan,  program2nya bagus beserta voucher2 disc nya.  Thanks Blibli",pos,5
 Nice..........................,pos,5
 cannot open the app. always crash when open it. cant even do anything cause stopped and closed immediately when it opened,neg,1
 Bagus,neg,4
 online shopping yang lengkap,pos,5
 Excellent. More discount and cashback please..,pos,5
 Great app,pos,5
" this app is annoying every games that has ads is always this amd always 
blocks the view",neg,1
 nice,pos,5
 Good,pos,5
" Order
 pertama lewat web berhasil. Order 2 kali terakhir lewat aplikasi, sudah
 melakukan pembayaran sudah konfirmasi pembayaran juga lewat aplikasi, 
tapi ngga ada notif apa2 dari Blibli, sampai akhirnya 2 order itu ter 
cancel.",neg,2
 easy and good,pos,5
" buka app, sering ada notif *maaf terjadi kesalahan* akhirnya gak bisa buka, gitu terus sampek indomaret jadi indoapril",neg,2
" Great app, many promotion",pos,5
 sip joss,pos,5
" Very nice apps, easy, friendly and not take space",pos,5
 Oke lebih oke,neg,4
" Tingkatkan lagi dalam hal pelayanan,cek kembali barang sebelum dikirim.Jangan sampai kami kecewa.Thanks",pos,5
 crash terus dah kenapa ya,neg,1
 good aplikasi,neg,4
 Oke,neg,4
 Goooooood,pos,5
 Amazing,pos,5
" Keep
 up the good work! I give five star because shipping always fast and 
shipping cost free specially via gosend alway satisfied us! Thanks",pos,5
 very good,pos,5
 Aplikasi yang bagus dan user friendly. Tapi untuk program flashsale sangat tidak mobile app user friendly.,pos,5
 Good estore,pos,5
" Sistem
 retur atau replace barang sangat lambat sudah 2 minggu saya bayar lunas
 sampe skrg blm dpt barang apa2. Njlimet! Tidak ada fitur hubungi 
penjual. Hati2 beli di Blibli harus sdh bener yakin barang yang mau 
dibeli.",neg,1
 gooddd,pos,5
" Bagus,  tapi agak kesulitan utk pilihan pembayaran secara transfer atm krn hnya menerima dr atm tertentu",neg,4
" Mau beri masukan saja, API untuk aplikasi nya ditambahin validasi seperti 
versi Web nya. Jika keseringan hit voucher atau refresh item jadi di banned 
/ blokir. Banyak bot berkeliaran pakai API nya. Voucher kuota banyak 
langsung abis sedetik.",neg,3
 The best n safe,pos,5
Simple dan nyaman Mudah melakukan transaksi dengan banyak pilihan pembayaran,pos,5
 Great,pos,5
 Easy make it's simple,pos,5
 jangan katakan suruh menghubungi customers service..bangke,neg,1
 Yes,neg,3
 Cannot login.sms verification is allways fail,neg,1
 Lumayan lah...,pos,5
 Baru mo nyoba,pos,5
 More variants,pos,5
 Usefull,neg,4
" Toko online terlengkap, gratis ongkir, banyak diskon-nya. Blibli aja deh. Mantap.",pos,5
" Lama
 pengirimannya sekitar 4 hari. Lumayan cepatlah.. Maklum domisili di 
Papua.. 😀😀Free ongkir kalau belanja 1 item di atas harga Rp. 200.000. 
Aplikasi mudah dipakai.. Semoga pilihan barangnya semakin ditingkatkan 
lagi. Sukses yah. 😍😍",neg,4
 good,pos,5
 Gak nyesel shopping di blibli 😁,pos,5
" Barang2 disini slalu bgs, kalau pas dapat barang jelek atau rusak bisa 
ditukar dan free ongkir, saya sudah lama jd pelanggan di blibli.. Thank you",pos,5
 give more cash back 😘,pos,5
 Ok,pos,5
 Great Promo both with less and easy pay..,pos,5
 ❤️,pos,5
 Pembohongan ngambil koin gadapet di 8ball pool,neg,1
 Keren,neg,4
" Bagus. Belum pernah gagal. Pernah salah input size, gampang ditukar.",pos,5
 Service cukup memuaskan pengiriman cepat dan packing cukup rapi,pos,5
" Thanks
 blibli.. saya belanja disini selalu memuaskan, proses cepat n 
pengiriman juga rapih dan tepat waktu semoga byk kasih promo discount 
nya lagi yah.. untuk 11-11 dan 12-12 nanti :)",pos,5
 good apps. easy to use.,pos,5
 Simple joss,neg,4
 Trusted,pos,5
 Good aplication,pos,5
 terpercay,pos,5
 Easy to use,pos,5
 Good app,pos,5
 Good,pos,5
 kebijakan baru yang sangat merugikan pelanggan lama,neg,1
 Its a nice one online shopping apps. Thanks blibli! 😉,pos,5
 Mantap...,pos,5
" Blibli appsnya bagus banger uiux nya keren, tapi pengirimannya jelek banget, lama banget , ane pikir"" lagi kalo blanja di blibli",neg,3
 Thanks its good.,pos,5
" Kalau bs shipping trackingnya di update. Soalnya barang dah keburu sampai, tracking masih di kota asal.",pos,5
 Good locking,pos,5
 very helpful app.. 👏👏,pos,5
 It's the first time I use this app. So there isn't too much I can say about it.,pos,5
 Nice,pos,5
 good,pos,5
" Server cepat, jarang down",pos,5
"versi android nya engga bagus mendingan
 versi pc nya dibanding versi android.  diskonnya engga muncul di versi 
android,  tp pas dibuka dr pc diskonnya langsung keliatan.",neg,1
 Nice,neg,3
 good,pos,5
" Apliaksi abal abal, banyak penipuan",neg,1
 Why can't I uninstall this app from my android?,neg,1
 Di tulis pengiriman gratis tapi pas di check ulang ditulis pengiriman Rp 25000 dan program bayar ditempat juga g ad ..........,neg,3
 Kalau bisa sering - sering ada diskon,pos,5
 Udah ga freeongkir lagi :(,neg,3
 Good,pos,5
 Nice apps. Recommended seller,pos,5
 goooooood,pos,5
 Good lah,pos,5
 good,pos,5
" Transaction so simple, i love it",pos,5
 Sip dah,pos,5
 easy,neg,4
 good app..,pos,5
" Sangat
 ribet kalo mau tambah alamat harus titik lokasi. Tidak bisa hanya ketik
 alamat saja. Selain itu ntah kenapa di Samsung Galaxy S8+ selalu Force 
Close.",pos,5
 Tolol,neg,1
" Beberapa hari lalu belanja memakai kk bri tidak ada 3d secure dan kode 
transaksi yg terkirim ke hp untuk melanjutkan pembayaran. Transaksi pada 
hari itu berhasil. apakah ada glitch, bug, ato apapun itu bisa merugikan 
konsumen kalo ada org lain yg mengetahui nomor kk dan cvv bisa leluasa 
berbelan...Full ReviewBeberapa hari lalu belanja memakai kk bri tidak ada 3d secure dan kode 
transaksi yg terkirim ke hp untuk melanjutkan pembayaran. Transaksi pada 
hari itu berhasil. apakah ada glitch, bug, ato apapun itu bisa merugikan 
konsumen kalo ada org lain yg mengetahui nomor kk dan cvv bisa leluasa 
berbelanja karena tidak ada 3d secure dan tidak harus mengisi kode 
transaksi untuk melanjutkan pembayaran. Mohon diperiksa oleh pihak blibli. 
Hari ini saya berbelanja lagi, dan seperti biasa 3d secure muncul dan saya 
harus mengisi kode transaksi untuk pembayaran..",pos,5
 Good job,pos,5
 mantapo pas diskon,pos,5
 easy and good app,pos,5
 Terimakasih,pos,5
 Good,pos,5
" Easy, competitive price, nice promo, free delivery and 0% interest for installment 😁👍",pos,5
" blibli is the best online shopping app... Best delivery ... triple 
thumbs..!!",pos,5
 This is the best that i have ever seen,pos,5
" Sudah
 lama belanja di blibli Barang oke2 harga bersaing Respon CS jg oke kalo
 ada masalah Cuma skr2 knp gratis pengiriman terbatas ya??",pos,5
 Better,pos,5
 Diskonnya oke punya. Free ongkir pula. Siiipp deh.,pos,5
" Baru 2 kali pesen sih. Tp 2 kali produk yg dikirim dr blibli selalu bagus 
bgt dan free ongkir. 1 hari lgs sampai. Packaging selalu okeee....",pos,5
 Terimakasih Blibli,pos,5
 Very confinient and easy,pos,5
" Lah..
 Ngaco nih apps.. Abis update latest version.. Malah jadi web-based 
apps.. Percuma update + ada app kalo ujung ujungnya cm tampilan mobile 
web.. #Nyeselupdate",neg,1
 good,pos,5
 Oke,neg,3
 good,neg,4
"Super Oke, mantap",pos,5
" Responnya
 selalu cepat.. Sehingga barang sampai juga selalu cepat.  Gak ber 
tele-tele kalau masalah freeong bener2 freeong berapapun harganya.  
Thank you blibli. com really recommended",pos,5
" nyesel
 kemarin ikut eventnya blibli yang cashback 1jt ternyata g guna.. 
ternyata hamya dapet voucher 100 rb minimal pembelian 400 rb (dapet 
10)..",neg,1
 love this app 😍,pos,5
" Thanks..membantu sekali.karna pembayaran bisa dalam 1 transaksi,dan bisa dicicil dengan cicilam tanpa kartu kredit.",pos,5
 Love at the First shopping here 😍,pos,5
 Nice n faster service,pos,5
 ok,pos,5
 belanja praktis,pos,5
Knapa gak bisa install ya Drtd mau install tapi gak bisa2 ya aneh bgt aoa lagi error kah sistem nya,neg,1
" Very Helpful Application for such a person who had a lot of activity, its really help me to save my time to shop. thanks bli",pos,5
 thanks blibi ❤️,pos,5
 Good shopping experience,neg,4
 Great,pos,5
 Five stars for the service,pos,5
" Cepat , ringkas ,terpercaya",pos,5
" Sangat
 kecewa dengan blibli, hanya karena saya salah masukin metode pembayaran
 saya dikira melakukan transaksi mencurigakan, dan akun saya dikunci 
selama 24 jam, padahal saya lagi mengejar PO, sangat kecewa sekali hanya
 karena saya mau pilih transfer kepencet cod (saya ngerti cod tdk 
tersedia di wil...Full ReviewSangat
 kecewa dengan blibli, hanya karena saya salah masukin metode pembayaran
 saya dikira melakukan transaksi mencurigakan, dan akun saya dikunci 
selama 24 jam, padahal saya lagi mengejar PO, sangat kecewa sekali hanya
 karena saya mau pilih transfer kepencet cod (saya ngerti cod tdk 
tersedia di wilayah saya), kepencet lanjutkan dan mau beli ulang gagal 
akun saya dikunci, sangat kecewa gagal ikut PO yang sangat terbatas ini,
 mengecewakan blibli!",neg,1
" Cara mudah untuk belanja online, ongkir gratis",pos,5
 Mudah bertransaksi dan lengkap,pos,5
" Tampilannya lebih nyaman, tidak berat untuk dibuka untuk saya yang fakir jaringan dan yang menyenangkan adalah free ongkir :v",pos,5
"UI mudah dan aman User interface mudah, simple dan friendly, pembayaran aman, barang cepat sampai, berbagai metode pembayaran",pos,5
 It is slow to load the search even with wifi,neg,1
 nice,pos,5
" Great, easiest online shop...",neg,4
" selalu bermasalah, aplikasi sulit dibuka,",neg,1
